EPBC_list,scientific_name,common_name,conservation_status,date_effective
flora,Tropilis callitrophilis,Thin Feather Orchid,Vulnerable,16-Jul-00
flora,Ungeria floribunda,Bastard Oak,Vulnerable,25-Nov-03
flora,Vanda hindsii,Cape York Vanda,Vulnerable,16-Jul-00
flora,Vappodes phalaenopsis,Cooktown Orchid,Vulnerable,16-Jul-00
flora,Velleia perfoliata,,Vulnerable,16-Jul-00
flora,Veronica ciliolata,Ciliolate Hebe,Vulnerable,26-Nov-08
flora,Verticordia carinata,Stirling Range Featherflower,Vulnerable,16-Jul-00
flora,Verticordia crebra,,Vulnerable,16-Jul-00
flora,Verticordia fimbrilepis subsp. australis,Southern Shy Featherflower,Vulnerable,16-Jul-00
flora,Verticordia helichrysantha,Coast Featherflower,Vulnerable,16-Jul-00
flora,Westringia cremnophila,Snowy River Westringia,Vulnerable,16-Jul-00
flora,Westringia davidii,,Vulnerable,16-Jul-00
flora,Westringia parvifolia,,Vulnerable,16-Jul-00
flora,Westringia rupicola,,Vulnerable,16-Jul-00
flora,Xanthorrhoea arenaria,Sand Grasstree,Vulnerable,16-Jul-00
flora,Xanthostemon oppositifolius,"Penda, Southern Penda, Luya's Hardwood",Vulnerable,16-Jul-00
flora,Xerochrysum palustre,"Swamp Everlasting, Swamp Paper Daisy",Vulnerable,16-Jul-00
flora,Xerothamnella parvifolia,,Vulnerable,16-Jul-00
flora,Xyris exilis,Stirling Range Xyris,Vulnerable,16-Jul-00
flora,Zeuxine polygonoides,Velvet Jewel Orchid,Vulnerable,16-Jul-00
flora,Zieria citriodora,Lemon-scented Zieria,Vulnerable,16-Jul-00
flora,Zieria collina,,Vulnerable,16-Jul-00
flora,Zieria involucrata,,Vulnerable,16-Jul-00
flora,Zieria murphyi,Velvet Zieria,Vulnerable,16-Jul-00
flora,Zieria obovata,,Vulnerable,16-Jul-00
flora,Zieria rimulosa,,Vulnerable,16-Jul-00
flora,Zieria tuberculata,Warty Zieria,Vulnerable,16-Jul-00
flora,Zieria verrucosa,,Vulnerable,16-Jul-00
