EPBC_list,scientific_name,common_name,conservation_status,date_effective
flora,Banksia mimica,Summer Honeypot,Endangered,16-Jul-00
flora,Banksia montana,Stirling Range Dryandra,Endangered,16-Jul-00
flora,Banksia nivea subsp. uliginosa,Swamp Honeypot,Endangered,16-Jul-00
flora,Banksia oligantha,Wagin Banksia,Endangered,16-Jul-00
flora,Banksia pseudoplumosa,False Plumed-Banksia,Endangered,8-Jan-09
flora,Banksia rufa subsp. pumila,,Endangered,11-May-18
flora,Barbarea australis,"Native Wintercress, Riverbed Wintercress",Endangered,24-Jan-14
flora,Bertya granitica,a shrub,Endangered,16-Jul-00
flora,Bertya ingramii,a shrub,Endangered,16-Jul-00
flora,Bertya tasmanica subsp. tasmanica,Tasmanian Bertya,Endangered,6-Jun-05
flora,Beyeria lepidopetala,"Small-petalled Beyeria, Short-petalled Beyeria",Endangered,16-Jul-00
flora,Blechnum norfolkianum,Norfolk Island Water-fern,Endangered,25-Nov-03
flora,Boronia capitata subsp. capitata,a shrub,Endangered,16-Jul-00
flora,Boronia clavata,Bremer Boronia,Endangered,8-Jan-09
flora,Boronia exilis,Scott River Boronia,Endangered,16-Jul-00
flora,Boronia granitica,Granite Boronia,Endangered,16-Jul-00
flora,Boronia repanda,"Repand Boronia, Border Boronia",Endangered,16-Jul-00
flora,Boronia revoluta,Ironcap Boronia,Endangered,16-Jul-00
flora,Borya mirabilis,Grampians Pincushion-lily,Endangered,16-Jul-00
flora,Bossiaea peninsularis,Sword Bossiaea,Endangered,7-Dec-16
flora,Bossiaea sp. Frankland (E.M.Sandiford EMS 896),,Endangered,4-Jul-19
flora,Brachyscome muelleri,Corunna Daisy,Endangered,16-Jul-00
flora,Burmannia sp. Bathurst Island (R.Fensham 1021),,Endangered,16-Jul-00
flora,Caladenia amoena,Charming Spider-orchid,Endangered,16-Jul-00
flora,Caladenia arenaria,Sand-hill Spider-orchid,Endangered,16-Jul-00
flora,Caladenia argocalla,White-beauty Spider-orchid,Endangered,16-Jul-00
flora,Caladenia atroclavia,Black-clubbed Spider-orchid,Endangered,16-Jul-00
flora,Caladenia audasii,"McIvor Spider-orchid, Audas' Spider-orchid",Endangered,16-Jul-00
flora,Caladenia barbarella,"Small Dragon Orchid, Common Dragon Orchid",Endangered,1-Dec-09
flora,Caladenia behrii,Pink-lipped Spider-orchid,Endangered,16-Jul-00
flora,Caladenia bryceana subsp. bryceana,Dwarf Spider-orchid,Endangered,16-Jul-00
flora,Caladenia busselliana,Bussell's Spider-orchid,Endangered,16-Jul-00
flora,Caladenia caesarea subsp. maritima,Cape Spider-orchid,Endangered,16-Jul-00
flora,Caladenia colorata,"Coloured Spider-orchid, Small Western Spider-orchid, Painted Spider-orchid",Endangered,16-Jul-00
flora,Caladenia conferta,Coast Spider-orchid,Endangered,27-Nov-06
flora,Caladenia dienema,Windswept Spider-orchid,Endangered,4-Mar-11
flora,Caladenia dorrienii,Cossack Spider-orchid,Endangered,16-Jul-00
flora,Caladenia drakeoides,Hinged Dragon Orchid,Endangered,16-Jul-00
flora,Caladenia elegans,Elegant Spider-orchid,Endangered,16-Jul-00
flora,Caladenia excelsa,Giant Spider-orchid,Endangered,16-Jul-00
flora,Caladenia fulva,Tawny Spider-orchid,Endangered,16-Jul-00
flora,Caladenia gladiolata,"Bayonet Spider-orchid, Clubbed Spider-orchid",Endangered,16-Jul-00
flora,Caladenia graniticola,"Pingaring Spider-orchid, Granite Spider-orchid",Endangered,4-Jul-19
flora,Caladenia granitora,,Endangered,11-May-18
flora,Caladenia hastata,Melblom's Spider-orchid,Endangered,16-Jul-00
flora,Caladenia hoffmanii,Hoffman's Spider-orchid,Endangered,16-Jul-00
flora,Caladenia hopperiana,"Quindanning Spider Orchid, Boddington Spider Orchid",Endangered,15-Feb-18
flora,Caladenia huegelii,"King Spider-orchid, Grand Spider-orchid, Rusty Spider-orchid",Endangered,16-Jul-00
flora,Caladenia leucochila,Collie Spider Orchid,Endangered,11-May-18
flora,Caladenia lowanensis,Wimmera Spider-orchid,Endangered,16-Jul-00
flora,Caladenia macroclavia,Large-club Spider-orchid,Endangered,16-Jul-00
flora,Caladenia orientalis,Eastern Spider Orchid,Endangered,16-Jul-00
flora,Caladenia richardsiorum,Little Dip Spider-orchid,Endangered,16-Jul-00
flora,Caladenia rigida,Stiff White Spider-orchid,Endangered,16-Jul-00
flora,Caladenia robinsonii,Frankston Spider-orchid,Endangered,16-Jul-00
flora,Caladenia rosella,"Rosella Spider-orchid, Little Pink Spider-orchid",Endangered,16-Jul-00
flora,Caladenia tensa,"Greencomb Spider-orchid, Rigid Spider-orchid",Endangered,16-Jul-00
flora,Caladenia thysanochila,Fringed Spider-orchid,Endangered,16-Jul-00
flora,Caladenia viridescens,Dunsborough Spider-orchid,Endangered,16-Jul-00
flora,Caladenia williamsiae,Williams Spider Orchid,Endangered,18-Aug-06
flora,Caladenia winfieldii,Majestic Spider-orchid,Endangered,16-Jul-00
flora,Caladenia xanthochila,Yellow-lip Spider-orchid,Endangered,16-Jul-00
flora,Caladenia xantholeuca,"White Rabbits, Flinders Ranges White Caladenia",Endangered,16-Jul-00
flora,Callitris oblonga subsp. oblonga,South Esk Pine,Endangered,16-Jul-00
flora,Calochilus psednus,Cardwell Beard Orchid,Endangered,16-Jul-00
flora,Calochilus richiae,Bald-tip Beard-orchid,Endangered,16-Jul-00
flora,Calotis moorei,Moore's Burr-daisy,Endangered,16-Jul-00
flora,Calytrix breviseta subsp. breviseta,Swamp Starflower,Endangered,16-Jul-00
flora,Carronia pedicellata,,Endangered,16-Jul-00
flora,Centrolepis pedderensis,"Pedder Centrolepis, Pedder Bristlewort",Endangered,26-Nov-08
flora,Chamelaucium sp. Gingin (N.G.Marchant 6),Gingin Wax,Endangered,16-Jul-00
flora,Chingia australis,,Endangered,16-Jul-00
flora,Chordifex abortivus,Manypeaks Rush,Endangered,16-Jul-00
flora,Chorizema humile,Prostrate Flame Pea,Endangered,16-Jul-00
flora,Chorizema varium,Limestone Pea,Endangered,16-Jul-00
flora,Commersonia erythrogyna,Trigwell's Rulingia,Endangered,16-Jul-00
flora,Commersonia prostrata,Dwarf Kerrawang,Endangered,16-Jul-00
flora,Conospermum densiflorum subsp. unicephalatum,One-headed Smokebush,Endangered,16-Jul-00
flora,Conostylis dielsii subsp. teres,Irwin's Conostylis,Endangered,16-Jul-00
flora,Conostylis drummondii,Drummond's Conostylis,Endangered,16-Jul-00
flora,Conostylis lepidospermoides,Sedge Conostylis,Endangered,16-Jul-00
flora,Conostylis micrantha,Small-flowered Conostylis,Endangered,16-Jul-00
flora,Conostylis misera,Grass Conostylis,Endangered,16-Jul-00
flora,Conostylis seorsiflora subsp. trichophylla,Hairy Mat Conostylis,Endangered,16-Jul-00
flora,Conostylis wonganensis,Wongan Conostylis,Endangered,16-Jul-00
flora,Coopernookia georgei,Mauve Coopernookia,Endangered,16-Jul-00
flora,Coprosma baueri,Coastal Coprosma,Endangered,25-Nov-03
flora,Coprosma pilosa,Mountain Coprosma,Endangered,25-Nov-03
flora,Corchorus cunninghamii,Native Jute,Endangered,16-Jul-00
flora,Correa eburnea,Deep Creek Correa,Endangered,24-Jan-14
flora,Correa lawrenceana var. genoensis,Genoa River Correa,Endangered,16-Jul-00
flora,Corunastylis brachystachya,Short-spiked Midge-orchid,Endangered,16-Jul-00
flora,Cossinia australiana,Cossinia,Endangered,16-Jul-00
flora,Craspedia preminghana,Preminghana Billybutton,Endangered,6-Jul-04
flora,Crepidium lawleri,,Endangered,16-Jul-00
flora,Cyathea exilis,,Endangered,16-Jul-00
flora,Cycas megacarpa,,Endangered,16-Jul-00
flora,Cycas ophiolitica,,Endangered,16-Jul-00
flora,Cynanchum elegans,White-flowered Wax Plant,Endangered,16-Jul-00
flora,Cyperus cephalotes,,Endangered,16-Jul-00
flora,Cyphanthera odgersii subsp. occidentalis,"Western Woolly Cyphanthera, Western Cyphanthera",Endangered,16-Jul-00
flora,Daphnandra johnsonii,Illawarra Socketwood,Endangered,16-Jul-00
flora,Darwinia acerosa,Fine-leaved Darwinia,Endangered,16-Jul-00
flora,Darwinia apiculata,Scarp Darwinia,Endangered,16-Jul-00
flora,Darwinia carnea,"Mogumber Bell, Narrogin Bell",Endangered,16-Jul-00
flora,Darwinia chapmaniana,Chapman's Bell,Endangered,16-Jul-00
flora,Darwinia collina,Yellow Mountain Bell,Endangered,16-Jul-00
flora,Darwinia ferricola,Scott River Darwinia,Endangered,16-Jul-00
flora,Darwinia oxylepis,Gillam's Bell,Endangered,16-Jul-00
flora,Darwinia polychroma,Harlequin Bell,Endangered,16-Jul-00
flora,Darwinia whicherensis,Abba Bell,Endangered,16-Jul-00
flora,Darwinia wittwerorum,Wittwer's Mountain Bell,Endangered,16-Jul-00
flora,Davidsonia jerseyana,Davidson's Plum,Endangered,16-Jul-00
flora,Davidsonia johnsonii,"Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum",Endangered,16-Jul-00
flora,Daviesia bursarioides,Three Springs Daviesia,Endangered,16-Jul-00
flora,Daviesia cunderdin,Cunderdin Daviesia,Endangered,16-Jul-00
flora,Daviesia dielsii,Diels' Daviesia,Endangered,11-Jun-09
flora,Daviesia euphorbioides,Wongan Cactus,Endangered,16-Jul-00
flora,Daviesia megacalyx,Long-sepalled Daviesia,Endangered,16-Jul-00
flora,Daviesia microcarpa,Norseman Pea,Endangered,16-Jul-00
flora,Daviesia obovata,Paddle-leaf Daviesia,Endangered,8-Jan-09
flora,Daviesia pseudaphylla,Stirling Range Daviesia,Endangered,16-Jul-00
flora,Daviesia speciosa,Beautiful Daviesia,Endangered,16-Jul-00
flora,Decaspermum struckoilicum,,Endangered,16-Jul-00
flora,Dendrobium antennatum,Antelope Orchid,Endangered,16-Jul-00
flora,Dendrobium brachypus,Norfolk Island Orchid,Endangered,25-Nov-03
flora,Dendrobium mirbelianum,"Dark-stemmed Antler Orchid, Mangrove Orchid",Endangered,16-Jul-00
flora,Dendrobium nindii,an orchid,Endangered,16-Jul-00
flora,Deyeuxia appressa,,Endangered,16-Jul-00
flora,Deyeuxia drummondii,"Drummond's Grass, Drummond Grass",Endangered,16-Jul-00
flora,Dianella amoena,Matted Flax-lily,Endangered,16-Jul-00
flora,Dichanthium queenslandicum,King Blue-grass,Endangered,26-Feb-13
flora,Diospyros mabacea,"Red-fruited Ebony, Silky Persimmon, Ebony",Endangered,16-Jul-00
flora,Diplazium pallidum,,Endangered,16-Jul-00
flora,Diploglottis campbellii,Small-leaved Tamarind,Endangered,16-Jul-00
flora,Diplolaena andrewsii,,Endangered,15-Feb-18
flora,Dipodium campanulatum,Bell Flower Hyacinth Orchid,Endangered,21-May-15
flora,Dipodium pictum,,Endangered,16-Jul-00
flora,Diuris basaltica,"Small Golden Moths Orchid, Early Golden Moths",Endangered,16-Jul-00
flora,Diuris eborensis,,Endangered,11-May-18
flora,Diuris fragrantissima,"Sunshine Diuris, Fragrant Doubletail, White Diuris",Endangered,16-Jul-00
flora,Diuris lanceolata,Snake Orchid,Endangered,16-Jul-00
flora,Diuris pedunculata,"Small Snake Orchid, Two-leaved Golden Moths, Golden Moths, Cowslip Orchid, Snake Orchid",Endangered,16-Jul-00
flora,Diuris purdiei,Purdie's Donkey-orchid,Endangered,16-Jul-00
flora,Dodonaea subglandulifera,Peep Hill Hop-bush,Endangered,16-Jul-00
flora,Drakaea confluens,Late Hammer-orchid,Endangered,16-Jul-00
flora,Drakaea elastica,"Glossy-leafed Hammer Orchid, Glossy-leaved Hammer Orchid, Warty Hammer Orchid",Endangered,16-Jul-00
flora,Drakaea isolata,Lonely Hammer-orchid,Endangered,16-Jul-00
flora,Drummondita ericoides,Morseby Range Drummondita,Endangered,16-Jul-00
flora,Elaeocarpus sedentarius,Minyon Quandong,Endangered,16-Jul-00
flora,Elaeocarpus williamsianus,Hairy Quandong,Endangered,16-Jul-00
flora,Endiandra cooperana,,Endangered,16-Jul-00
flora,Endiandra floydii,Floyd's Walnut,Endangered,16-Jul-00
flora,Epacris apsleyensis,Apsley Heath,Endangered,16-Jul-00
flora,Epacris barbata,"Bearded Heath, Freycinet Heath",Endangered,26-Nov-08
flora,Epacris exserta,South Esk Heath,Endangered,16-Jul-00
flora,Epacris glabella,"Funnel Heath, Smooth Heath",Endangered,16-Jul-00
flora,Epacris grandis,"Grand Heath, Tall Heath",Endangered,16-Jul-00
flora,Epacris hamiltonii,,Endangered,16-Jul-00
flora,Epacris virgata,"Pretty Heath, Dan Hill Heath",Endangered,16-Jul-00
flora,Eremochloa muricata,,Endangered,16-Jul-00
flora,Eremophila ciliata,,Endangered,11-May-18
flora,Eremophila denticulata subsp. trisulcata,Cumquat Eremophila,Endangered,16-Jul-00
flora,Eremophila glabra subsp. chlorella,,Endangered,15-Feb-18
flora,Eremophila lactea,Milky Emu Bush,Endangered,16-Jul-00
flora,Eremophila nivea,Silky Eremophila,Endangered,16-Jul-00
flora,Eremophila pinnatifida,Pinnate-leaf Eremophila,Endangered,16-Jul-00
flora,Eremophila resinosa,Resinous Eremophila,Endangered,16-Jul-00
flora,Eremophila scaberula,Rough Emu Bush,Endangered,16-Jul-00
flora,Eremophila subteretifolia,Lake King Eremophila,Endangered,16-Jul-00
flora,Eremophila ternifolia,Wongan Eremophila,Endangered,16-Jul-00
flora,Eremophila verticillata,Whorled Eremophila,Endangered,16-Jul-00
flora,Eremophila virens,"Campion Eremophila, Green-flowered Emu bush",Endangered,16-Jul-00
flora,Eremophila viscida,Varnish Bush,Endangered,16-Jul-00
flora,Eriocaulon australasicum,"Austral Pipewort, Southern Pipewort",Endangered,16-Jul-00
flora,Eriocaulon carsonii,"Salt Pipewort, Button Grass",Endangered,16-Jul-00
flora,Eryngium fontanum,Blue Devil,Endangered,16-Jul-00
flora,Eucalyptus absita,Badgingarra Box,Endangered,16-Jul-00
flora,Eucalyptus alligatrix subsp. limaensis,Lima Stringybark,Endangered,26-Feb-13
flora,Eucalyptus brevipes,Mukinbudin Mallee,Endangered,16-Jul-00
flora,Eucalyptus burdettiana,Burdett Gum,Endangered,16-Jul-00
flora,Eucalyptus canobolensis,"Silver-leaf Candlebark, Mt Canobolas Candlebark",Endangered,19-Aug-10
flora,Eucalyptus conglomerata,Swamp Stringybark,Endangered,16-Jul-00
flora,Eucalyptus copulans,,Endangered,16-Jul-00
flora,Eucalyptus crenulata,"Silver Gum, Buxton Gum",Endangered,16-Jul-00
flora,Eucalyptus crucis subsp. praecipua,Paynes Find Mallee,Endangered,16-Jul-00
flora,Eucalyptus cuprea,Mallee Box,Endangered,16-Jul-00
flora,Eucalyptus dolorosa,"Dandaragan Mallee, Mount Misery Mallee",Endangered,16-Jul-00
flora,Eucalyptus gunnii subsp. divaricata,Miena Cider Gum,Endangered,1-May-03
flora,Eucalyptus imlayensis,"Imlay Mallee, Mount Imlay Mallee",Endangered,16-Jul-00
flora,Eucalyptus impensa,Eneabba Mallee,Endangered,16-Jul-00
flora,Eucalyptus insularis,Twin Peak Island Mallee,Endangered,16-Jul-00
flora,Eucalyptus largeana,Craven Grey Box,Endangered,11-May-18
flora,Eucalyptus leprophloia,"Scaly Butt Mallee, Scaly-butt Mallee",Endangered,16-Jul-00
flora,Eucalyptus macarthurii,"Camden Woollybutt, Paddys River Box",Endangered,5-May-16
flora,Eucalyptus morrisbyi,"Morrisby's Gum, Morrisbys Gum",Endangered,16-Jul-00
flora,Eucalyptus pachycalyx subsp. banyabba,Banyabba Shiny-barked Gum,Endangered,16-Jul-00
flora,Eucalyptus paludicola,"Mount Compass Swamp Gum, Fleurieu Swamp Gum, Marsh Gum",Endangered,27-Nov-06
flora,Eucalyptus pruiniramis,"Midlands Gum, Jingymia Gum",Endangered,16-Jul-00
flora,Eucalyptus recta,Silver Mallet,Endangered,11-Jun-09
flora,Eucalyptus sp. Howes Swamp Creek (M.Doherty 26),,Endangered,16-Jul-00
flora,Eucalyptus x balanites,"Cadda Road Mallee, Cadda Mallee",Endangered,16-Jul-00
flora,Eucalyptus x phylacis,Meelup Mallee,Endangered,16-Jul-00
flora,Euphrasia collina subsp. muelleri,"Purple Eyebright, Mueller's Eyebright",Endangered,16-Jul-00
flora,Euphrasia collina subsp. osbornii,Osborn's Eyebright,Endangered,16-Jul-00
flora,Euphrasia semipicta,Peninsula Eyebright,Endangered,16-Jul-00
flora,Euphrasia sp. Bivouac Bay (W.R.Barker 7626 et al.),"Masked Eyebright, Masked Cliff Eyebright",Endangered,16-Jul-00
flora,Fimbristylis adjuncta,,Endangered,16-Jul-00
flora,Frankenia conferta,Silky Frankenia,Endangered,1-Feb-07
flora,Frankenia parvula,Short-leaved Frankenia,Endangered,18-Aug-06
flora,Frankenia plicata,,Endangered,16-Jul-00
flora,Gardenia actinocarpa,,Endangered,16-Jul-00
flora,Gastrolobium glaucum,"Spike Poison, Wongan Poison",Endangered,16-Jul-00
flora,Gastrolobium graniticum,Granite Poison,Endangered,16-Jul-00
flora,Gastrolobium hamulosum,Hook-point Poison,Endangered,16-Jul-00
flora,Gastrolobium humile,,Endangered,11-May-18
flora,Gastrolobium papilio,Butterfly-leaved Gastrolobium,Endangered,16-Jul-00
flora,Gaultheria viridicarpa,Green Waxberry,Endangered,25-Sep-20
flora,Geniostoma huttonii,,Endangered,26-Jun-15
flora,Genoplesium baueri,"Yellow Gnat-orchid, Bauer's Midge Orchid, Brittle Midge Orchid",Endangered,25-Jan-14
flora,Genoplesium plumosum,"Plumed Midge-orchid, Tallong Midge Orchid",Endangered,16-Jul-00
flora,Genoplesium rhyoliticum,Pambula Midge-orchid,Endangered,16-Jul-00
flora,Genoplesium tectum,Cardwell Midge Orchid,Endangered,16-Jul-00
flora,Gentiana baeuerlenii,Baeuerlen's Gentian,Endangered,16-Jul-00
flora,Gentiana wingecarribiensis,Wingecarribee Gentian,Endangered,16-Jul-00
flora,Gingidia rupicola,"Mountain Angelica, Broad-leafed Carrot",Endangered,16-Jul-00
flora,Glyceria drummondii,Nangetty Grass,Endangered,16-Jul-00
flora,Goodenia arthrotricha,,Endangered,15-Feb-18
flora,Gossia fragrantissima,"Sweet Myrtle, Small-leaved Myrtle",Endangered,16-Jul-00
flora,Gossia gonoclada,Angle-stemmed Myrtle,Endangered,16-Jul-00
flora,Graptophyllum reticulatum,Veiny Graptophyllum,Endangered,16-Jul-00
flora,Grevillea acanthifolia subsp. paludosa,Bog Grevillea,Endangered,16-Jul-00
flora,Grevillea acropogon,,Endangered,4-Jul-19
flora,Grevillea althoferorum,,Endangered,16-Jul-00
flora,Grevillea batrachioides,Mt Lesueur Grevillea,Endangered,16-Jul-00
flora,Grevillea beadleana,Beadle's Grevillea,Endangered,16-Jul-00
flora,Grevillea calliantha,"Foote's Grevillea, Cataby Grevillea, Black Magic Grevillea",Endangered,16-Jul-00
flora,Grevillea christineae,Christine's Grevillea,Endangered,16-Jul-00
flora,Grevillea corrugata,a shrub,Endangered,26-Feb-13
flora,Grevillea curviloba subsp. curviloba,Curved-leaf Grevillea,Endangered,16-Jul-00
flora,Grevillea curviloba subsp. incurva,Narrow curved-leaf Grevillea,Endangered,16-Jul-00
flora,Grevillea dryandroides subsp. dryandroides,Phalanx Grevillea,Endangered,16-Jul-00
flora,Grevillea dryandroides subsp. hirsuta,Hairy Phalanx Grevillea,Endangered,16-Jul-00
flora,Grevillea guthrieana,,Endangered,16-Jul-00
flora,Grevillea humifusa,Spreading Grevillea,Endangered,16-Jul-00
flora,Grevillea iaspicula,Wee Jasper Grevillea,Endangered,16-Jul-00
flora,Grevillea infundibularis,Fan-leaf Grevillea,Endangered,16-Jul-00
flora,Grevillea involucrata,Lake Varley Grevillea,Endangered,16-Jul-00
flora,Grevillea maccutcheonii,McCutcheon's Grevillea,Endangered,16-Jul-00
flora,Grevillea masonii,,Endangered,16-Jul-00
flora,Grevillea maxwellii,Maxwell's Grevillea,Endangered,16-Jul-00
flora,Grevillea mollis,,Endangered,16-Jul-00
flora,Grevillea molyneuxii,,Endangered,16-Jul-00
flora,Grevillea murex,,Endangered,16-Jul-00
flora,Grevillea obtusiflora,Grey Grevillea,Endangered,16-Jul-00
flora,Grevillea pythara,Pythara Grevillea,Endangered,16-Jul-00
flora,Grevillea rara,Rare Grevillea,Endangered,16-Jul-00
flora,Grevillea rivularis,Carrington Falls Grevillea,Endangered,16-Jul-00
flora,Grevillea scapigera,Corrigin Grevillea,Endangered,16-Jul-00
flora,Grevillea wilkinsonii,Tumut Grevillea,Endangered,16-Jul-00
flora,Habenaria maccraithii,Whiskered Rein Orchid,Endangered,16-Jul-00
flora,Hakea dohertyi,a shrub,Endangered,16-Jul-00
flora,Hakea pulvinifera,Lake Keepit Hakea,Endangered,16-Jul-00
flora,Haloragis eyreana,Prickly Raspwort,Endangered,16-Jul-00
flora,Haloragodendron lucasii,Hal,Endangered,16-Jul-00
flora,Helicteres macrothrix,,Endangered,18-Aug-06
flora,Hemiandra gardneri,Red Snakebush,Endangered,16-Jul-00
flora,Hemiandra rutilans,"Sargents Snakebush, Colourful Snakebush",Endangered,16-Jul-00
flora,Hibbertia basaltica,Basalt Guinea-flower,Endangered,26-Nov-08
flora,Homoranthus decumbens,a shrub,Endangered,26-Feb-13
flora,Hypocalymma angustifolium subsp. Hutt River (S.Patrick 2982),,Endangered,4-Jul-19
flora,Hypocalymma sp. Cascade (R. Bruhn 20896) ,,Endangered,4-Jul-19
flora,Hypocalymma sylvestre,,Endangered,11-May-18
flora,Hypolepis distans,Scrambling Ground-fern,Endangered,16-Oct-01
flora,Indigofera efoliata,,Endangered,16-Jul-00
flora,Irenepharsus trypherus,"Delicate Cress, Illawarra Irene",Endangered,16-Jul-00
flora,Isoglossa eranthemoides,Isoglossa,Endangered,16-Jul-00
flora,Isopogon uncinatus,"Albany Cone Bush, Hook-leaf Isopogon",Endangered,16-Jul-00
flora,Jacksonia pungens,Pungent Jacksonia,Endangered,16-Jul-00
flora,Jacksonia quairading,"Quairading Jacksonia, Quairading Stinkwood",Endangered,16-Jul-00
flora,Jacksonia velveta,Collie Jacksonia,Endangered,16-Jul-00
flora,Kennedia lateritia,Augusta Kennedia,Endangered,16-Jul-00
flora,Lachnagrostis adamsonii,"Adamson's Blown-grass, Adamson's Blowngrass",Endangered,16-Jul-00
flora,Lachnagrostis limitanea,"Spalding Blown Grass, Spalding Blowngrass",Endangered,16-Jul-00
flora,Lambertia echinata subsp. echinata,Prickly Honeysuckle,Endangered,16-Jul-00
flora,Lambertia echinata subsp. occidentalis,Western Prickly Honeysuckle,Endangered,16-Jul-00
flora,Lambertia fairallii,Fairall's Honeysuckle,Endangered,16-Jul-00
flora,Lambertia orbifolia,Roundleaf Honeysuckle,Endangered,16-Jul-00
flora,Lasiopetalum pterocarpum,Wing-fruited Lasiopetalum,Endangered,16-Jul-00
flora,Lasiopetalum rotundifolium,Round-leaf Lasiopetalum,Endangered,16-Jul-00
flora,Lastreopsis calantha,"Shield-fern, Shieldfern",Endangered,25-Nov-03
flora,Lechenaultia laricina,Scarlet Leschenaultia,Endangered,16-Jul-00
flora,Leionema equestre,Kangaroo Island Phebalium,Endangered,16-Jul-00
flora,Leionema lachnaeoides,,Endangered,16-Jul-00
flora,Lepidium hyssopifolium,"Basalt Pepper-cress, Peppercress, Rubble Pepper-cress, Pepperweed",Endangered,16-Jul-00
flora,Lepidium monoplocoides,Winged Pepper-cress,Endangered,16-Jul-00
flora,Lepidium peregrinum,Wandering Pepper-cress,Endangered,1-May-03
flora,Lepidosperma rostratum,Beaked Lepidosperma,Endangered,16-Jul-00
flora,Leucochrysum albicans subsp. tricolor,"Hoary Sunray, Grassland Paper-daisy",Endangered,16-Jul-00
flora,Leucopogon confertus,Torrington Beard-heath,Endangered,16-Jul-00
flora,Leucopogon gnaphalioides,Stirling Range Beard Heath,Endangered,16-Jul-00
flora,Leucopogon marginatus,Thick-margined Leucopogon,Endangered,16-Jul-00
flora,Leucopogon nitidus,,Endangered,15-Feb-18
flora,Leucopogon obtectus,Hidden Beard-heath,Endangered,16-Jul-00
flora,Leucopogon sp. Coolmunda (D.Halford Q1635),,Endangered,16-Jul-00
flora,Livistona mariae subsp. mariae,"Central Australian Cabbage Palm, Red Cabbage Palm",Endangered,11-May-18
flora,Lychnothamnus barbatus,a green alga,Endangered,16-Jul-00
flora,Macadamia jansenii,"Bulberin Nut, Bulburin Nut Tree",Endangered,16-Jul-00
flora,Macarthuria keigheryi,Keighery's Macarthuria,Endangered,16-Jul-00
flora,Macrozamia cranei,,Endangered,16-Jul-00
flora,Macrozamia lomandroides,cycad,Endangered,16-Jul-00
flora,Macrozamia pauli-guilielmi,Pineapple Zamia,Endangered,16-Jul-00
flora,Macrozamia platyrhachis,cycad,Endangered,16-Jul-00
flora,Marattia salicina,"King Fern, Para, Potato Fern",Endangered,25-Nov-03
flora,Marianthus paralius,,Endangered,15-Feb-18
flora,Melaleuca sciotostyla,Wongan Melaleuca,Endangered,16-Jul-00
flora,Melaleuca sp. Wanneroo (G.J. Keighery 16705),,Endangered,4-Jul-19
flora,Melichrus sp. Gibberagee (Benwell 97239),Narrow-leaf Melichrus,Endangered,16-Jul-00
flora,Melichrus sp. Newfoundland State Forest (P.Gilmour 7852),Hairy Melichrus,Endangered,16-Jul-00
flora,Microcarpaea agonis,,Endangered,16-Jul-00
flora,Micromyrtus grandis,,Endangered,16-Jul-00
flora,Microtis angusii,Angus's Onion Orchid,Endangered,16-Jul-00
flora,Muehlenbeckia australis,"Shrubby Creeper, Pohuehue",Endangered,25-Nov-03
flora,Muehlenbeckia tuggeranong,Tuggeranong Lignum,Endangered,16-Jul-00
flora,Myriophyllum lapidicola,Chiddarcooping Myriophyllum,Endangered,16-Jul-00
flora,Myrsine richmondensis,"Purple-leaf Muttonwood, Lismore Muttonwood",Endangered,16-Jul-00
flora,Ochrosia moorei,Southern Ochrosia,Endangered,16-Jul-00
flora,Olearia arckaringensis,Arckaringa Daisy,Endangered,7-Dec-16
flora,Olearia flocktoniae,Dorrigo Daisy-bush,Endangered,16-Jul-00
flora,Olearia hygrophila,"Swamp Daisy, Water Daisy",Endangered,16-Jul-00
flora,Olearia microdisca,Small-flowered Daisy-bush,Endangered,16-Jul-00
flora,Ornduffia calthifolia,Mountain Villarsia,Endangered,16-Jul-00
flora,Pandanus spiralis var. flammeus,Edgar Range Pandanus,Endangered,16-Jul-00
flora,Paracaleana dixonii,Sandplain Duck Orchid,Endangered,16-Jul-00
flora,Parsonsia dorrigoensis,Milky Silkpod,Endangered,16-Jul-00
flora,Patersonia spirifolia,Spiral-leaved Patersonia,Endangered,16-Jul-00
flora,Pelargonium sp. Striatellum (G.W.Carr 10345),Omeo Stork's-bill,Endangered,21-Dec-11
flora,Pennantia endlicheri,Pennantia,Endangered,25-Nov-03
flora,Persoonia hirsuta,"Hairy Geebung, Hairy Persoonia",Endangered,16-Jul-00
flora,Persoonia micranthera,Small-flowered Snottygobble,Endangered,16-Jul-00
flora,Persoonia mollis subsp. maxima,,Endangered,16-Jul-00
flora,Persoonia nutans,Nodding Geebung,Endangered,16-Jul-00
flora,Petrophile latericola,Laterite Petrophile,Endangered,16-Jul-00
flora,Phaius australis,Lesser Swamp-orchid,Endangered,16-Jul-00
flora,Phaius bernaysii,Yellow Swamp-orchid,Endangered,16-Jul-00
flora,Phalaenopsis amabilis subsp. rosenstromii,Native Moth Orchid,Endangered,16-Jul-00
flora,Pherosphaera fitzgeraldii,Dwarf Mountain Pine,Endangered,16-Jul-00
flora,Philotheca basistyla,White-flowered Philotheca,Endangered,16-Jul-00
flora,Philotheca freyciana,Freycinet Waxflower,Endangered,26-Nov-08
flora,Philotheca wonganensis,Wongan Eriostemon,Endangered,16-Jul-00
flora,Phlegmariurus carinatus,Keeled Tassel-fern,Endangered,16-Jul-00
